hgnc_id	GeneSymbol	gene	length	CDS_length	TSSD	pLI	LOEUF	ABC_count	ABC_length_per_type	Roadmap_count	Roadmap_length_per_type	promoter_count	connect_decile	connect_quantile	connectedness	PPI_degree_decile	PPI_degree_quantile	PPI_degree_cat	TF	hs	HI
HGNC:14104	ENSG00000162664	ZNF326	40.423	1.749	3	0.90182	0.356	129	2.51606976744186	92	0.745652173913043	1	0	0	0	7	4	1	1	0.309730354785894	1
HGNC:954	ENSG00000143032	BARHL2	5.763	1.164	1	0.61149	0.543	18	2.02705555555556	104	1.97692307692308	1	0	0	0	2	1	1	1	0.175572280418163	0
HGNC:29222	ENSG00000122482	ZNF644	106.974	3.984	3	0.99914	0.253	63	1.3162380952381	68	0.9	8	3	2	1	5	3	1	1	0.397757209370081	1
HGNC:20193	ENSG00000162669	HFM1	144.09	4.308	2	4.7342e-32	0.93	103	1.98630097087379	61	0.583606557377049	1	0	0	0	5	3	1	0	0.00151514089378888	0
HGNC:1745	ENSG00000097046	CDC7	24.913	1.725	4	4.4296e-06	0.797	106	1.65327358490566	98	1.15918367346939	5	5	3	1	9	5	1	0	0.000327929411771234	0
HGNC:11774	ENSG00000069702	TGFBR3	225.992	2.556	8	0.0030577	0.499	126	3.04719841269841	101	5.60792079207921	8	0	0	0	6	3	1	0	0.0386744004702873	0
HGNC:1105	ENSG00000137948	BRDT	65.083	2.844	8	5.7616e-09	0.657	25	2.72512	9	0.622222222222222	6	0	0	0	6	3	1	0	0.0278813854225139	0
HGNC:23758	ENSG00000172031	EPHX4	33.553	1.089	8	1.2908e-05	0.907	80	2.3614875	81	0.538271604938272	3	1	1	1	1	1	1	0	0.00369275130253177	0
HGNC:42937	ENSG00000230667	SETSIP	0.878	0.879	8	NA	NA	7	0.996285714285714	0	0	0	0	0	0	1	1	1	0	NA	NA
HGNC:21019	ENSG00000189195	BTBD8	104.42	5.379	8	6.077e-07	1.132	122	2.65054918032787	60	0.416666666666667	1	8	4	1	1	1	1	0	0.00442856629103981	0
HGNC:24032	ENSG00000203910	C1orf146	27.898	0.543	8	0.00020595	1.25	0	0	41	1.3219512195122	1	0	0	0	0	0	0	0	0.00405818358639367	0
HGNC:14373	ENSG00000174842	GLMN	52.585	1.785	9	1.1537e-12	0.906	128	2.3459140625	9	0.288888888888889	2	7	4	1	6	3	1	0	0.00670686554551375	0
HGNC:25791	ENSG00000122484	RPAP2	102.997	1.839	9	2.5763e-07	0.77	128	2.3459140625	58	0.879310344827586	1	0	0	0	10	5	1	0	0.00378406135967131	0
HGNC:4237	ENSG00000162676	GFI1	13.882	1.269	9	0.25492	0.561	76	2.92789473684211	101	3.55445544554455	7	7	4	1	6	3	1	1	0.0395392111117851	0
HGNC:3501	ENSG00000067208	EVI5	283.708	2.481	8	1.9654e-11	0.761	43	2.97772093023256	69	0.915942028985507	5	0	0	0	6	3	1	0	0.000989684890613489	0
HGNC:10360	ENSG00000122406	RPL5	9.911	0.894	6	0.99776	0.167	131	2.64796183206107	0	0	4	0	0	0	10	5	1	0	0.252353010435575	1
HGNC:32213	ENSG00000154511	DIPK1A	128.785	1.287	8	0.58405	0.494	131	3.02548854961832	93	2.42150537634409	4	5	3	1	2	1	1	0	0.0630950254695104	0
HGNC:29535	ENSG00000143033	MTF2	59.844	1.782	7	0.99987	0.184	130	3.23665384615385	64	1.403125	3	7	4	1	8	4	1	1	0.145999715666644	1
HGNC:24251	ENSG00000117500	TMED5	30.774	0.69	7	5.2721e-09	1.741	122	2.40189344262295	51	0.32156862745098	5	6	3	1	6	3	1	0	0.00128137763617397	0
HGNC:30370	ENSG00000122483	CCDC18	98.811	4.368	7	1.9627e-37	0.967	122	2.40189344262295	58	1.16551724137931	2	3	2	1	4	2	1	0	0.00195054363400226	0
HGNC:3017	ENSG00000117505	DR1	23.586	0.531	5	0.92117	0.368	131	3.19517557251908	79	0.881012658227848	3	0	0	0	7	4	1	1	0.136109973678483	1
HGNC:20851	ENSG00000137942	FNBP1L	106.543	1.818	8	0.75392	0.371	125	3.915704	74	1.14054054054054	4	0	0	0	10	5	1	0	0.0459196744027623	0
HGNC:973	ENSG00000137936	BCAR3	285.408	2.478	5	0.58213	0.383	125	4.774544	98	4.32857142857143	9	7	4	1	7	4	1	0	0.046201824916025	0
HGNC:24013	ENSG00000067334	DNTTIP2	13.634	2.271	5	1.3493e-08	0.904	131	3.42945038167939	24	0.366666666666667	3	0	0	0	7	4	1	0	0.0232815762318834	0
HGNC:4312	ENSG00000023909	GCLM	24.257	0.825	5	0.99011	0.216	128	3.75275	96	1.75833333333333	9	0	0	0	5	3	1	0	0.188772396802372	1
HGNC:34	ENSG00000198691	ABCA4	128.314	6.822	6	5.3499e-48	0.91	13	4.76615384615385	98	7.14897959183673	8	6	3	1	2	1	1	0	0.00225847745696214	0
HGNC:30207	ENSG00000137962	ARHGAP29	126.08	3.786	6	0.99964	0.249	103	4.31066019417476	99	4.56767676767677	1	10	5	1	7	4	1	0	0.102372092401486	1
HGNC:67	ENSG00000117528	ABCD3	100.277	1.98	4	0.0078364	0.435	128	2.851296875	97	2.31958762886598	3	4	2	1	8	4	1	0	0.0365668356643699	0
HGNC:3541	ENSG00000117525	F3	12.586	0.888	5	0.018872	0.804	120	4.021825	107	3.94205607476636	2	0	0	0	6	3	1	0	0.039178838796862	0
HGNC:28689	ENSG00000143036	SLC44A3	74.904	1.962	7	3.5957e-27	1.473	103	4.36585436893204	102	1.64509803921569	2	2	1	1	1	1	1	0	0.000254493051990856	0
HGNC:2157	ENSG00000117519	CNN3	30.274	0.99	6	0.59852	0.489	115	3.11769565217391	107	6.80373831775701	5	8	4	1	7	4	1	0	0.0404743310900665	0
HGNC:28287	ENSG00000172339	ALG14	98.546	0.651	5	0.00093727	1.196	127	2.72513385826772	79	0.883544303797468	2	0	0	0	5	3	1	0	0.000110386105145056	0
HGNC:26477	ENSG00000152078	TLCD4	80.252	0.792	5	0.26127	0.645	117	2.83668376068376	92	1.62608695652174	5	7	4	1	3	2	1	0	0.191858237270756	0
HGNC:49388	ENSG00000271092	TLCD4-RWDD3	129.302	0.606	5	0.0082291	0.961	94	2.60327659574468	0	0	0	0	0	0	0	0	0	0	0.0586343884676164	0
HGNC:21393	ENSG00000122481	RWDD3	13.015	0.804	5	0.0014761	1.086	127	2.9320157480315	8	0.2	2	3	2	1	3	2	1	0	0.0131201508982027	0
HGNC:17662	ENSG00000117569	PTBP2	102.073	1.623	0	0.99883	0.222	104	1.105375	55	0.854545454545455	2	0	0	0	5	3	1	0	0.306885740972725	1
HGNC:3012	ENSG00000188641	DPYD	917.257	3.078	0	3.3686e-22	1.005	109	1.52063302752294	72	1.42777777777778	4	3	2	1	5	3	1	0	8.59242084450371e-05	0
HGNC:14971	ENSG00000162627	SNX7	98.799	1.356	1	3.7323e-05	0.917	105	1.48757142857143	77	0.685714285714286	4	0	0	0	4	2	1	0	0.00278213371991355	0
HGNC:31703	ENSG00000117598	PLPPR5	114.787	1.14	2	0.0593	0.648	22	1.46059090909091	82	0.992682926829268	0	0	0	0	1	1	1	0	0.0690899741193394	0
HGNC:23496	ENSG00000117600	PLPPR4	45.298	2.148	2	0.86104	0.369	62	1.55725806451613	50	0.848	0	4	2	1	4	2	1	0	0.155758949690806	0
HGNC:15846	ENSG00000099260	PALMD	48.428	1.656	7	0.00033855	0.698	89	2.11983146067416	83	3.34939759036145	10	9	5	1	3	2	1	0	0.0304629228083924	0
HGNC:27622	ENSG00000156869	FRRS1	62.665	1.881	9	2.9703e-09	0.848	68	1.8305	92	1.59565217391304	1	0	0	0	1	1	1	0	0.0171165979622551	0
HGNC:321	ENSG00000162688	AGL	73.662	4.599	10	2.7564e-27	0.795	122	1.42131967213115	68	0.961764705882353	10	7	4	1	7	4	1	0	0.000974770124214155	0
HGNC:11023	ENSG00000117620	SLC35A3	66.283	1.104	10	0.0026044	0.795	124	1.32306451612903	83	0.626506024096386	9	0	0	0	3	2	1	0	0.0308420267853112	0
HGNC:23363	ENSG00000156875	MFSD14A	45.282	1.473	10	0.97172	0.32	125	1.055576	100	1.936	2	4	2	1	1	1	1	0	0.0866253615006947	1
HGNC:25403	ENSG00000156876	SASS6	49.392	1.974	11	1.7379e-07	0.679	120	1.36664166666667	60	0.453333333333333	3	4	2	1	7	4	1	0	0.0223322761764996	0
HGNC:25502	ENSG00000122435	TRMT13	17.346	1.446	11	1.039e-07	0.928	120	1.36664166666667	59	0.501694915254237	2	9	5	1	4	2	1	0	0.00474417641332747	0
HGNC:28228	ENSG00000122477	LRRC39	29.825	1.02	10	0.00023447	0.83	17	2.24847058823529	24	0.541666666666667	4	6	3	1	3	2	1	0	0.000262669017721969	0
HGNC:2698	ENSG00000137992	DBT	62.915	1.575	11	1.0467e-05	0.816	115	1.22108695652174	66	0.327272727272727	2	0	0	0	8	4	1	0	0.0743731027377511	0
HGNC:17981	ENSG00000137996	RTCA	26.553	1.14	11	3.0927e-09	1.13	120	1.40313333333333	23	0.382608695652174	4	0	0	0	5	3	1	0	0.0236349947407554	0
HGNC:1718	ENSG00000079335	CDC14A	175.276	1.875	10	9.6376e-08	0.765	122	1.3132131147541	110	14.1472727272727	8	1	1	1	9	5	1	0	0.0153210817541128	0
HGNC:4539	ENSG00000181656	GPR88	3.882	1.155	10	0.75488	0.528	35	2.96531428571429	93	1.24301075268817	13	3	2	1	6	3	1	0	0.136673948079839	0
HGNC:12663	ENSG00000162692	VCAM1	19.303	2.22	7	0.79791	0.386	46	3.36882608695652	49	1.67755102040816	1	6	3	1	10	5	1	0	0.128056344416661	0
HGNC:3516	ENSG00000162694	EXTL2	22.807	0.993	5	0.00017608	1.031	101	1.47329702970297	34	0.352941176470588	5	0	0	0	2	1	1	0	0.00623194081254029	0
HGNC:19306	ENSG00000162695	SLC30A7	85.681	1.131	5	4.4049e-07	1.023	101	1.47329702970297	47	0.851063829787234	5	0	0	0	4	2	1	0	0.00155666872463959	0
HGNC:24270	ENSG00000117543	DPH5	36.465	0.858	5	8.1083e-07	1.269	121	1.8301652892562	77	0.955844155844156	5	0	0	0	5	3	1	0	0.000622555264517247	0
HGNC:3165	ENSG00000170989	S1PR1	6.848	1.149	3	0.73269	0.547	117	2.41936752136752	105	7.54857142857143	13	10	5	1	10	5	1	0	0.1856067045916	0
HGNC:17990	ENSG00000118733	OLFM3	194.366	1.437	0	0.0010163	0.688	25	2.04908	39	0.953846153846154	12	0	0	0	2	1	1	0	0.0227769374951988	0
HGNC:2186	ENSG00000060718	COL11A1	232.405	5.457	1	1	0.216	34	1.73341176470588	69	1.51884057971014	6	6	3	1	7	4	1	0	0.0339583656244066	1
HGNC:18666	ENSG00000185946	RNPC3	29.548	1.554	6	0.00019596	0.743	90	0.672988888888889	66	1.06363636363636	5	0	0	0	9	5	1	0	NA	0
HGNC:478	ENSG00000240038	AMY2B	25.719	1.536	5	5.8844e-30	1.723	6	0.901833333333333	9	0.466666666666667	3	0	0	0	5	3	1	0	0.000298397156279264	0
HGNC:477	ENSG00000243480	AMY2A	8.353	1.536	5	8.5411e-12	1.678	2	1.014	2	0.4	1	0	0	0	5	3	1	0	0.000413742886496702	0
HGNC:474	ENSG00000237763	AMY1A	8.794	1.536	5	0.00032325	1.839	0	0	2	0.3	0	0	0	0	5	3	1	0	5.01802291261933e-05	0
HGNC:475	ENSG00000174876	AMY1B	9.039	1.536	5	0.00060271	1.933	0	0	0	0	0	0	0	0	0	0	0	0	NA	0
HGNC:476	ENSG00000187733	AMY1C	13.403	1.536	5	0.0033974	1.644	0	0	1	0.8	0	0	0	0	5	3	1	0	NA	0
HGNC:18241	ENSG00000198890	PRMT6	10.962	1.128	1	0.0033368	0.919	100	1.20624	9	0.266666666666667	3	5	3	1	7	4	1	0	0.00357896218749774	0
HGNC:23319	ENSG00000162631	NTNG1	344.916	1.62	1	0.9167	0.358	57	1.58524561403509	74	0.810810810810811	9	5	3	1	3	2	1	0	0.132399117395072	1
HGNC:12659	ENSG00000134215	VAV3	394.019	2.628	3	8.4532e-14	0.724	101	1.89961386138614	92	6.12826086956522	8	5	3	1	10	5	1	0	0.0179635000698605	0
HGNC:20662	ENSG00000085491	SLC25A24	66.806	1.434	6	3.3527e-12	1.126	121	1.50482644628099	90	0.688888888888889	6	5	3	1	4	2	1	0	0.000163569185086848	0
HGNC:26550	ENSG00000196427	NBPF4	21.617	2.004	7	0.0055056	1.466	0	0	41	0.390243902439024	0	0	0	0	0	0	0	0	NA	0
HGNC:31988	ENSG00000186086	NBPF6	21.638	2.004	9	0.014909	1.614	0	0	25	0.568	0	0	0	0	0	0	0	0	NA	0
HGNC:27637	ENSG00000162636	FAM102B	84.811	1.083	11	0.00039858	0.773	129	1.88334108527132	108	4.32037037037037	1	7	4	1	2	1	1	0	0.00160389646425772	0
HGNC:26400	ENSG00000162639	HENMT1	13.236	1.275	15	6.8224e-10	1.572	115	1.65269565217391	107	4.62056074766355	4	2	1	1	6	3	1	0	0.000431262394596303	0
HGNC:25512	ENSG00000134186	PRPF38B	10.618	1.641	15	0.70194	0.379	117	1.45251282051282	103	3.24854368932039	11	7	4	1	4	2	1	0	0.0488438343840618	0
HGNC:26668	ENSG00000143107	FNDC7	29.841	2.202	14	1.558e-11	0.963	20	1.93685	87	1.8	1	0	0	0	0	0	0	0	0.000551961847975088	0
HGNC:11446	ENSG00000116266	STXBP3	62.849	1.779	14	5.1597e-05	0.593	106	1.37233962264151	58	0.517241379310345	2	3	2	1	6	3	1	0	0.0414323827484602	0
HGNC:28398	ENSG00000162641	AKNAD1	147.586	2.511	18	3.6153e-23	1.231	17	1.08911764705882	72	0.480555555555556	3	0	0	0	1	1	1	0	0.000191251275390808	0
HGNC:29501	ENSG00000121957	GPSM2	59.195	2.106	17	7.6958e-11	0.864	121	1.59063636363636	103	3.07572815533981	5	0	0	0	6	3	1	0	0.000333040699463618	0
HGNC:29675	ENSG00000121940	CLCC1	81.642	1.707	18	0.0062025	0.568	99	1.74894949494949	79	0.49620253164557	0	0	0	0	4	2	1	0	0.0190296648688241	0
HGNC:29141	ENSG00000085433	WDR47	71.899	2.784	23	0.29213	0.392	103	1.60280582524272	73	0.586301369863014	3	4	2	1	5	3	1	0	0.0754977275945407	0
HGNC:11546	ENSG00000197780	TAF13	13.516	0.39	23	0.015944	1.085	107	1.39618691588785	12	0.216666666666667	1	0	0	0	10	5	1	0	0.18846365525029	0
HGNC:30187	ENSG00000215717	TMEM167B	6.17	0.366	23	0.68405	0.792	117	1.31632478632479	62	0.338709677419355	3	0	0	0	1	1	1	0	0.0879577821260017	0
HGNC:32331	ENSG00000179902	C1orf194	7.906	0.51	23	3.9833e-06	1.765	77	1.9035974025974	97	1.10515463917526	6	4	2	1	0	0	0	0	8.27064880781272e-05	0
HGNC:29618	ENSG00000116299	ELAPOR1	93.102	3.042	23	7.0266e-13	0.724	79	1.98617721518987	77	1.14025974025974	6	10	5	1	0	0	0	0	0.0127110664763392	0
HGNC:10537	ENSG00000031698	SARS1	24.264	1.611	26	0.99925	0.213	118	1.82055084745763	107	2.68598130841121	2	9	5	1	9	5	1	0	0.305620020135163	1
HGNC:3231	ENSG00000143126	CELSR2	26.212	8.772	26	0.99994	0.251	72	2.15156944444444	107	4.57009345794393	9	9	5	1	4	2	1	0	0.0589605451008233	1
HGNC:24472	ENSG00000134222	PSRC1	3.63	1.092	27	8.556e-09	1.295	126	1.97363492063492	108	4.72592592592593	2	8	4	1	5	3	1	0	0.00164527492938803	0
HGNC:30434	ENSG00000221986	MYBPHL	14.646	1.065	27	0.0036874	0.753	67	1.85573134328358	71	1.07323943661972	2	1	1	1	2	1	1	0	0.000703098724375123	0
HGNC:11186	ENSG00000134243	SORT1	88.35	2.496	26	0.99987	0.212	108	2.30387962962963	110	6.31636363636364	8	10	5	1	9	5	1	0	0.109395447707801	1
HGNC:9534	ENSG00000143106	PSMA5	27.406	0.726	27	0.99376	0.198	93	1.8408064516129	98	1.05102040816327	1	7	4	1	9	5	1	0	0.199683269982424	1
HGNC:27638	ENSG00000143028	SYPL2	15.588	0.819	25	1.8911e-05	1.202	68	1.674	94	1.29148936170213	4	5	3	1	1	1	1	0	0.0216394246725847	0
HGNC:28713	ENSG00000162650	ATXN7L2	9.325	2.292	25	0.87066	0.377	119	1.75909243697479	105	1.73904761904762	1	5	3	1	2	1	1	0	0.103217928765276	0
HGNC:26804	ENSG00000174151	CYB561D1	8.88	0.756	26	7.1834e-05	1.501	130	1.98287692307692	108	3.22407407407407	3	0	0	0	1	1	1	0	0.0523008009701245	0
HGNC:20824	ENSG00000181754	AMIGO1	5.56	1.482	26	0.98411	0.238	116	1.90947413793103	110	4.81272727272727	2	2	1	1	3	2	1	0	0.167253340285175	1
HGNC:13300	ENSG00000156097	GPR61	8.534	1.356	27	0.77771	0.459	24	1.944875	109	3.28073394495413	2	1	1	1	1	1	1	0	0.217838817075396	0
HGNC:4387	ENSG00000065135	GNAI3	51.58	1.065	26	0.038287	0.611	131	1.76832824427481	94	0.576595744680851	1	7	4	1	10	5	1	0	0.00831173541495877	0
HGNC:4394	ENSG00000134183	GNAT2	16.838	1.065	24	6.9544e-06	0.981	38	1.63042105263158	76	0.455263157894737	2	0	0	0	8	4	1	0	0.0260574420141322	0
HGNC:469	ENSG00000116337	AMPD2	15.947	2.511	24	4.5084e-07	0.638	131	1.53367938931298	100	1.386	10	9	5	1	6	3	1	0	0.00499001085080425	0
HGNC:4636	ENSG00000168765	GSTM4	18.737	0.657	25	1.3834e-08	1.617	125	1.87048	86	0.741860465116279	4	0	0	0	7	4	1	0	0.000299985739471825	0
HGNC:4634	ENSG00000213366	GSTM2	41.529	0.663	25	3.3913e-07	1.392	100	1.86231	86	1.11162790697674	3	0	0	0	7	4	1	0	0.000260771797139008	0
HGNC:4632	ENSG00000134184	GSTM1	21.225	0.714	25	0.0020641	1.013	46	1.2625652173913	68	1.02941176470588	2	0	0	0	9	5	1	0	NA	0
HGNC:4637	ENSG00000134201	GSTM5	63.648	0.657	26	1.1942e-07	1.545	13	2.13746153846154	91	1.52527472527473	2	0	0	0	7	4	1	0	7.81596597294369e-05	0
HGNC:4635	ENSG00000134202	GSTM3	7.106	0.678	25	4.3638e-07	1.172	100	1.6975	64	0.565625	2	0	0	0	8	4	1	0	0.00322887587414413	0
HGNC:21297	ENSG00000198758	EPS8L3	13.947	1.785	24	9.2378e-14	0.914	64	1.635546875	84	1.61666666666667	2	0	0	0	3	2	1	0	0.00256052617634402	0
HGNC:2432	ENSG00000184371	CSF1	20.75	1.665	24	0.99634	0.226	119	2.43998319327731	65	2.28615384615385	10	6	3	1	7	4	1	0	0.0894150183474685	1
HGNC:344	ENSG00000168710	AHCYL1	38.977	1.593	22	0.99429	0.281	131	1.83728244274809	111	4.71711711711712	17	4	2	1	6	3	1	0	0.0805191367227358	1
HGNC:25916	ENSG00000143093	STRIP1	43.064	2.514	21	1.2538e-05	0.55	123	1.51374796747967	65	0.452307692307692	2	4	2	1	6	3	1	0	0.0168853213403374	0
HGNC:449	ENSG00000156150	ALX3	10.802	1.032	19	0.019117	1.032	8	2.03475	108	2.43518518518519	2	0	0	0	1	1	1	1	0.156498720068165	0
HGNC:32309	ENSG00000186150	UBL4B	1.504	0.525	19	0.030024	1.843	13	1.51115384615385	103	1.54174757281553	4	0	0	0	1	1	1	0	0.0649131269250798	0
HGNC:31399	ENSG00000197106	SLC6A17	51.708	2.184	18	0.50353	0.422	18	2.46011111111111	87	1.93563218390805	7	5	3	1	2	1	1	0	0.0372914182016913	0
HGNC:6236	ENSG00000116396	KCNC4	72.786	1.908	16	0.0044543	0.732	112	1.45002678571429	110	1.95818181818182	5	3	2	1	4	2	1	0	0.00920330192934973	0
HGNC:14959	ENSG00000162775	RBM15	8.175	2.934	13	0.99474	0.276	48	0.804895833333333	111	3.96936936936937	3	0	0	0	6	3	1	0	0.0307055379168954	1
HGNC:10925	ENSG00000168679	SLC16A4	28.231	1.464	14	9.6707e-08	1.053	65	1.21535384615385	82	1.56341463414634	2	0	0	0	3	2	1	0	0.006524626264377	0
HGNC:17955	ENSG00000134248	LAMTOR5	6.693	0.522	14	3.8329e-06	1.771	96	1.23389583333333	59	0.28135593220339	4	0	0	0	9	5	1	0	0.0399180474436113	0
HGNC:18454	ENSG00000143125	PROK1	6.209	0.318	13	6.1702e-06	1.901	18	1.53283333333333	67	1.15522388059701	4	2	1	1	10	5	1	0	0.000188161973745861	0
HGNC:6219	ENSG00000143105	KCNA10	1.958	1.536	13	0.00083822	1.224	13	2.24569230769231	27	0.325925925925926	0	0	0	0	4	2	1	0	0.00584089608763983	0
HGNC:6220	ENSG00000177301	KCNA2	111.637	1.5	10	0.91067	0.38	64	1.75596875	107	3.41495327102804	11	2	1	1	7	4	1	0	0.257483639974232	1
HGNC:6221	ENSG00000177272	KCNA3	2.475	1.728	11	0.89392	0.392	75	1.96405333333333	103	6.56699029126214	5	1	1	1	6	3	1	0	0.0558732237724798	0
HGNC:1686	ENSG00000143119	CD53	28.734	0.66	13	0.0022961	0.991	73	1.89002739726027	58	6.23103448275862	8	10	5	1	5	3	1	0	0.0356566608304503	0
HGNC:30299	ENSG00000121931	LRIF1	16.775	2.31	13	0.00043397	0.68	83	1.40386746987952	57	0.891228070175439	5	6	3	1	7	4	1	0	0.014838209207123	0
HGNC:28769	ENSG00000156171	DRAM2	23.04	0.801	15	0.0001357	1.077	106	1.66332075471698	104	2.14230769230769	6	4	2	1	1	1	1	0	0.000108236133589043	0
HGNC:24289	ENSG00000134255	CEPT1	45.477	1.251	15	0.99351	0.244	106	1.66332075471698	111	8.8054054054054	4	3	2	1	9	5	1	0	0.225439945097801	1
HGNC:26192	ENSG00000162777	DENND2D	18.566	1.416	14	0.00081369	0.637	95	2.28726315789474	110	10.1163636363636	10	8	4	1	4	2	1	0	0.000542583271741573	0
HGNC:1933	ENSG00000064886	CHI3L2	42.669	1.173	14	1.9866e-14	1.447	83	2.27838554216867	108	8.17222222222222	11	6	3	1	2	1	1	0	0.000137359932899655	0
HGNC:17432	ENSG00000134216	CHIA	29.715	1.431	16	1.0115e-13	1.237	8	1.613625	22	0.336363636363636	1	0	0	0	7	4	1	0	0.000266183854737377	0
HGNC:27009	ENSG00000173947	PIFO	6.413	0.576	16	8.9379e-08	1.587	118	1.76805084745763	18	0.344444444444444	6	4	2	1	3	2	1	0	0.000179025757498256	0
HGNC:8524	ENSG00000085465	OVGP1	13.416	2.037	15	0.00067299	0.723	28	1.84439285714286	92	1.99347826086957	3	9	5	1	6	3	1	0	0.000740347288271225	0
HGNC:29652	ENSG00000116455	WDR77	9.366	1.029	15	0.0002454	0.824	119	1.98759663865546	64	0.275	4	0	0	0	9	5	1	0	0.0161976179077418	0
HGNC:840	ENSG00000116459	ATP5PB	13.909	0.771	15	0.0015286	0.867	119	1.98441176470588	77	0.423376623376623	3	0	0	0	8	4	1	0	0.0470083816435833	0
HGNC:28344	ENSG00000143110	C1orf162	4.72	0.468	14	1.4202e-05	1.82	66	2.38872727272727	95	3.24631578947368	3	10	5	1	0	0	0	0	7.10066150616465e-05	0
HGNC:51375	ENSG00000121933	TMIGD3	80.614	1.044	15	NA	NA	41	2.51246341463415	85	1.28235294117647	0	0	0	0	0	0	0	0	NA	NA
HGNC:268	ENSG00000282608	ADORA3	4.204	0.957	15	0.0001441	1.066	76	2.29663157894737	0	0	13	9	5	1	10	5	1	0	0.000132359284252921	0
HGNC:9855	ENSG00000116473	RAP1A	174.473	0.555	15	0.62227	0.537	130	2.30560769230769	27	0.503703703703704	3	0	0	0	9	5	1	0	0.174230234039053	0
HGNC:28045	ENSG00000197852	INKA2	75.194	0.894	11	0.0079857	0.968	126	1.83212698412698	109	4.79633027522936	2	0	0	0	3	2	1	0	0.00090405788840576	0
HGNC:2743	ENSG00000064703	DDX20	20.77	2.475	11	7.7601e-14	1.041	127	1.79151181102362	59	0.322033898305085	8	3	2	1	9	5	1	0	0.000216479387262693	0
HGNC:6239	ENSG00000171385	KCND3	219.006	1.968	7	0.98972	0.279	35	1.17468571428571	107	5.45981308411215	2	8	4	1	6	3	1	0	0.0994495883966302	1
HGNC:25330	ENSG00000143079	CTTNBP2NL	67.242	1.92	8	0.0027461	0.685	128	1.6995546875	105	2.8152380952381	4	6	3	1	6	3	1	0	0.0151985133746512	0
HGNC:12781	ENSG00000134245	WNT2B	63.624	1.176	9	0.038333	0.611	123	1.59713821138211	79	2.65822784810127	8	1	1	1	7	4	1	0	0.0542233330899567	0
HGNC:18441	ENSG00000007341	ST7L	97.311	1.728	9	2.2024e-09	0.868	126	1.45329365079365	94	0.812765957446809	7	1	1	1	2	1	1	0	0.0133852963224382	0
HGNC:1488	ENSG00000116489	CAPZA1	51.811	0.861	9	0.93292	0.362	126	1.45329365079365	97	1.36494845360825	5	0	0	0	9	5	1	0	0.0742149877326738	1
HGNC:7200	ENSG00000155363	MOV10	27.615	3.072	9	0.80908	0.343	131	1.51760305343511	109	1.72477064220183	10	5	3	1	10	5	1	0	0.222074401325942	0
HGNC:669	ENSG00000155366	RHOC	6.307	0.6	9	0.76766	0.517	131	1.85727480916031	101	0.948514851485148	9	5	3	1	10	5	1	0	0.0609376904001166	0
HGNC:20785	ENSG00000155367	PPM1J	5.338	1.518	9	2.2494e-09	1.05	129	1.99222480620155	98	0.908163265306122	5	4	2	1	6	3	1	0	0.00913286041458592	0
HGNC:21590	ENSG00000184599	TAFA3	8.33	0.51	9	3.6668e-05	1.655	33	1.28472727272727	82	0.490243902439024	0	0	0	0	0	0	0	0	0.000383679574688021	0
HGNC:10922	ENSG00000155380	SLC16A1	45.746	1.503	9	0.00073565	0.821	120	1.38863333333333	89	2.14831460674157	5	0	0	0	7	4	1	0	0.269539438923314	0
HGNC:20889	ENSG00000198799	LRIG2	59.062	3.198	8	7.9705e-18	0.906	89	1.01474157303371	105	0.739047619047619	1	0	0	0	2	1	1	0	0.00264934441324893	0
HGNC:29647	ENSG00000081026	MAGI3	295.408	4.446	6	0.02978	0.387	87	0.944632183908046	88	0.777272727272727	2	2	1	1	6	3	1	0	0.0399455798721966	0
HGNC:8939	ENSG00000116793	PHTF1	62.658	2.289	9	9.6863e-26	1.172	94	1.08690425531915	86	1.5	5	3	2	1	2	1	1	0	0.00077064639292745	0
HGNC:25642	ENSG00000081019	RSBN1	50.644	2.409	9	0.099107	0.444	103	1.01927184466019	104	5.4	5	1	1	1	7	4	1	0	0.0606812921362775	0
HGNC:9652	ENSG00000134242	PTPN22	57.942	2.424	9	3.4921e-21	1.089	85	1.11801176470588	98	5.78163265306122	5	8	4	1	8	4	1	0	0.000367868007466138	0
HGNC:33624	ENSG00000188761	BCL2L15	10.765	0.492	9	0.048246	1.097	35	1.06848571428571	61	1.62950819672131	4	0	0	0	1	1	1	0	6.27520950774681e-05	0
HGNC:572	ENSG00000134262	AP4B1	11.007	2.22	8	1.335e-09	0.827	103	0.969825242718447	105	5.47428571428571	3	7	4	1	6	3	1	0	0.00153123881712462	0
HGNC:17641	ENSG00000118655	DCLRE1B	8.873	1.599	8	0.53912	0.467	103	0.969825242718447	15	0.386666666666667	3	4	2	1	5	3	1	0	0.00235117345575228	0
HGNC:19006	ENSG00000163349	HIPK1	48.545	3.633	8	1	0.121	107	1.06888785046729	110	5.8	9	3	2	1	8	4	1	0	0.374211172747235	1
HGNC:24956	ENSG00000116774	OLFML3	56.181	1.221	8	5.6198e-08	1.25	119	1.65479831932773	104	3.2	1	10	5	1	2	1	1	0	0.000334962778230224	0
HGNC:18638	ENSG00000134207	SYT6	64.589	1.587	10	0.0081153	0.78	40	1.97035	109	4.17247706422018	4	0	0	0	5	3	1	0	0.0173634883501004	0
